Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q2.2,sch.l,sch.c,sch.d,dep.l,dep.c,dep.d,bp.l,bp.c,bp.d,md.l,md.c,md.d,anorexia.l,anorexia.c,anorexia.d,bulimia.l,bulimia.c,bulimia.d,ptsd.l,ptsd.c,ptsd.d,adhd.l,adhd.c,adhd.d,ocd.l,ocd.c,ocd.d,bpd.l,bpd.c,bpd.d,diabetes.l,diabetes.c,diabetes.d,tbi.l,tbi.c,tbi.d,dementia.l,dementia.c,dementia.d,epilepsy.l,epilepsy.c,epilepsy.d,ms.l,ms.c,ms.d,cerebralp.l,cerebralp.c,cerebralp.d,downsyn.l,downsyn.c,downsyn.d,tourette.l,tourette.c,tourette.d,alzheimer.l,alzheimer.c,alzheimer.d,parkinson.l,parkinson.c,parkinson.d,anxiety.l,anxiety.c,anxiety.d,suicide.l,suicide.c,suicide.d,panic.l,panic.c,panic.d,alcohol.l,alcohol.c,alcohol.d,substance.l,substance.c,substance.d,nicotine.l,nicotine.c,nicotine.d,meth.l,meth.c,meth.d,cocaine.l,cocaine.c,cocaine.d,heroin.l,heroin.c,heroin.d,gambling.l,gambling.c,gambling.d,asd.l,asd.c,asd.d,aspberger.l,aspberger.c,aspberger.d,asthma.l,asthma.c,asthma.d,narcolepsy.l,narcolepsy.c,narcolepsy.d,insomnia.l,insomnia.c,insomnia.d,dyslexia.l,dyslexia.c,dyslexia.d,cte.l,cte.c,cte.d,fragilex.l,fragilex.c,fragilex.d,genetic.l,genetic.c,genetic.d,neurological.l,neurological.c,neurological.d,Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,Have you or a loved one ever been diagnosed with a mental illness? - Selected Choice,Have you or a loved one ever been diagnosed with a mental illness? - Yes (please specify): - Text,"If you have any comments, please enter them here:"
4/19/19 12:38,4/19/19 12:42,IP Address,73.91.232.38,100,222,TRUE,4/19/19 12:42,R_bC45gOh3Y2cjcbv,,,,,35.15719604,-89.92680359,anonymous,EN,Accept,,,,,,,67,,,60,,,14,,,,,,,,,,,,20,,,8,,,69,,,39,,,39,,,,,,37,,,,,,,,,,,,,,,34,,,,,,6,,,,,,9,,,36,,,,,,,,,35,,,,,,56,,,,,31,,,26,,,,,,16,,,29,,,,,,32,,,,,,,,,,Yes,67,Male,White,,Very Liberal,Very Liberal,Yes (please specify):,girlfriend,thanks. very little to go on. 
4/19/19 12:39,4/19/19 12:42,IP Address,72.68.225.26,100,194,TRUE,4/19/19 12:42,R_25T2ZDWAW9MvPH0,,,,,40.82200623,-73.86000061,anonymous,EN,Accept,,,,,,,80,,,80,,,100,,,100,,,,,,,,,100,,,,,,100,,,,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,40,,,,,,50,,,,,,,,,,,,,,,50,,,50,,,50,,,,,,,,,,,100,,,100,,,,,,100,,,100,,,,,,100,,,Yes,29,Male,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,45.25.109.150,100,208,TRUE,4/19/19 12:42,R_3gS2Zb9OFscj0C6,,,,,35.78019714,-78.48609924,anonymous,EN,Accept,,65,,,84,,,,,,57,,,,,,76,,,79,,,,,,,,,,,,,95,,,46,,,,,,94,,,,,,,,,67,,,,,,26,,,,,,97,,,,,,80,,,,,,,,,98,,,40,,,,,,,,,58,72,,,,,,,,,,,,66,,,,,,,,,51,,,78,,,72,,,Yes,37,Female,White,,Conservative,Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,172.222.119.65,100,202,TRUE,4/19/19 12:42,R_3MgL6rzJK1yug2J,,,,,42.27890015,-85.69039917,anonymous,EN,Accept,,,,,,,,,,,,,,,6,,,20,,,,,,9,,,15,,,60,,74,,,27,,,19,,,66,,,84,,,,,,,,,,,,,,,,,,43,,,,,,30,,,20,,,,,,65,,,,,,,,,,,,55,,,,,,,40,,,4,,,28,,,,,,11,,,57,,,,,,,,,,Yes,28,Female,White,,Very Liberal,Very Liberal,Yes (please specify):,"depression, ADHD",
4/19/19 12:38,4/19/19 12:42,IP Address,207.225.106.63,100,230,TRUE,4/19/19 12:42,R_2dXA8633AC69aeW,,,,,39.66630554,-104.8342972,anonymous,EN,Accept,,,40,,,5,,,15,,,,,,,,,,,,70,,,,,,5,,,,,,3,,,,,,,,,0,,,,,,,,,2,,,10,,,20,,,,,85,,,80,,,,,,,,,,,,85,,,25,,,35,,,,,,,,,,20,,,,,,0,,,,,,,,,0,,,50,,,,,,0,,,,Yes,41,Female,White,,Somewhat Conservative,Somewhat Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,73.189.180.66,100,211,TRUE,4/19/19 12:42,R_QihuxmV6Hc29iFj,,,,,37.33039856,-121.7913055,anonymous,EN,Accept,,,,,,34,,,,,,,,,23,,,,,,34,,,41,,,11,,,,,,6,,,13,,,,,,1,,,,,,5,,,,,,16,,,,,,,68,,,,,,,,,,,,85,,,3,,,,,,,,,87,,,56,,,,25,,,,,,,,,,,,73,,,,,,13,,,,,,63,,,34,,Yes,35,Male,Native Hawaiian or Pacific Islander,,Very Liberal,Liberal,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,67.149.44.86,100,257,TRUE,4/19/19 12:42,R_31j9ubObrnLg36k,,,,,42.60049438,-82.99980164,anonymous,EN,Accept,,33,,,,,,61,,,17,,,67,,,,,,,,,63,,,,,,,,,,6,,,33,,,,,,80,,,,,,66,,,,,,,,,21,,,,,,,67,,,,,,66,,,88,,,57,,,,,,87,,,,,,,,,,79,,,,,,,,,69,,,44,,,,,,33,,,66,,,,,,,,Yes,25,Female,White,,Somewhat Liberal,Liberal,No,,I don't have any comments.
4/19/19 12:39,4/19/19 12:42,IP Address,196.16.111.147,100,191,TRUE,4/19/19 12:42,R_2QlfiAHWsW3Qg1z,,,,,34.05439758,-118.2440033,anonymous,EN,Accept,,,,,,,,82,,,75,,,78,,,,,,,,,84,,,76,,,,,,,,,,,,,,,,75,,,,,,84,,,67,,,,,,79,,,80,,,76,,,77,,,70,,,,,,70,,,,,,,,,73,,,,,,,,,,,,,,,76,,,72,,,80,,,,,,88,,,,,,,,,79,Yes,25,Male,Hispanic or Latino/a,,Conservative,Conservative,No,,i like this study
4/19/19 12:39,4/19/19 12:42,IP Address,76.171.160.39,100,206,TRUE,4/19/19 12:42,R_1kXNDh6wUB8KNHg,,,,,33.92120361,-118.142395,anonymous,EN,Accept,,,,,,,,,40,,,25,,,,,,8,,,,,,10,,,,,,60,,,3,,,,,,,,,6,,,4,,,4,,,,,,,,,,,,4,,,,,12,,,,,,,,,11,,,,,,3,,,5,,,8,,,,,,,6,,,,,,,,,7,,,7,,,,,,8,,,,,,9,,,,Yes,33,Male,Hispanic or Latino/a,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,Thank you for the interesting survey!
4/19/19 12:39,4/19/19 12:42,IP Address,76.168.228.23,100,175,TRUE,4/19/19 12:42,R_1lboneoi7DgwtGm,,,,,33.93769836,-117.1851044,anonymous,EN,Accept,,44,,,,,,,,,,,,82,,,,,,73,,,1,,,,,,15,,,90,,,,,,22,,,,,,92,,,94,,,,,,89,,,,,,,,,,,,,,,,39,,,61,,,69,,,,,,82,,,,,,81,,,,,,11,,,,,,1,,,,,,,,,0,,,,,,16,,,,,,12,Yes,39,Female,Hispanic or Latino/a,,Very Liberal,Liberal,No,,
4/19/19 12:40,4/19/19 12:42,IP Address,71.135.7.251,100,141,TRUE,4/19/19 12:42,R_3qgPEH22DbtM8DP,,,,,35.71780396,-78.84279633,anonymous,EN,Accept,,,20,,,2,,,,,,,,,,,,0,,,,,,0,,,,,,31,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,2,,,0,,,,,,,,,5,,,,,,71,,,,,,60,,,,,,71,,,41,59,,,67,,,,,,,,,,,,55,,,46,,,72,,,,,,,,,Yes,42,Female,White,,Conservative,Somewhat Conservative,Yes (please specify):,"Generalized Anxiety Disorder, Panic Disorder",
4/19/19 12:39,4/19/19 12:42,IP Address,70.160.77.17,100,151,TRUE,4/19/19 12:42,R_1fiKXkg9eofrZJU,,,,,36.92010498,-76.21219635,anonymous,EN,Accept,,,,,,,,,,,65,,,81,,,77,,,,,,,,,60,,,39,,,89,,,,,,,,,93,,,,,,82,,,58,,,,,,32,,,,,37,,,,,,35,,,36,,,,,,36,,,,,,,,,60,,,,,,,,,,,56,,,,,,59,,,,,,20,,,,,,33,,,15,,,,Yes,31,Female,White,,Liberal,Somewhat Liberal,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,76.175.118.199,100,198,TRUE,4/19/19 12:42,R_3P5og3G2P97qsCS,,,,,34.03219604,-118.2835999,anonymous,EN,Accept,,,,,100,,,72,,,,,,85,,,,,,,,,83,,,,,,76,,,81,,,,,,,,,96,,,,,,,,,51,,,73,,,35,,,,,,,,,,,,,,76,,,87,,,89,,,,,,,,,60,,,44,,,,,,,,,,,,,89,,,,,,97,,,,,,87,,,77,,,41,,Yes,20,Male,White,,Liberal,Liberal,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,47.205.91.3,100,222,TRUE,4/19/19 12:42,R_1ISZSGcR2Tzv7Ty,,,,,28.09460449,-81.49900055,anonymous,EN,Accept,,70,,,,,,,,,82,,,87,,,85,,,,,,87,,,,,,,,,,,,,72,,,,,,13,,,14,,,,,,77,,,32,,,,,,,63,,,,,,,,,79,,,,,,80,,,,,,75,,,65,,,,,,93,,,,,,,,,,,,98,,,,,,81,,,,,,87,,,79,,,Yes,50,Male,Hispanic or Latino/a,,Somewhat Conservative,Somewhat Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,172.58.200.170,100,218,TRUE,4/19/19 12:42,R_3D1nM6qL3h3f8iF,,,,,40.03450012,-75.11930084,anonymous,EN,Accept,,13,,,,,,,,,44,,,,,,,,,74,,,91,,,,,,27,,,,,,,60,,,29,,,92,,,,,,,,,,,,,,,30,,,45,,,,,,,,,,,,,,,,,100,,,7,,,66,,,25,,,20,,,,,,,,,100,,,,,,,,,82,,,14,,,42,,,70,,,,,Yes,45,Female,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,12.218.182.74,100,177,TRUE,4/19/19 12:42,R_2uX3gDY9gS7MpEs,,,,,27.76429749,-80.60189819,anonymous,EN,Accept,,,,50,,,50,,,50,,,50,,,,,,,,,,,,,,,49,,,,,,,23,,,,,,50,,,50,,,50,,,,,,,,,,,,50,,,,,,,,50,,,29,,,25,,,50,,,,,,,,,17,,,,,,50,,,,,,,,,50,,,50,,,,,,,,,,,,50,,,50,,,Yes,34,Male,White,,Somewhat Liberal,Somewhat Conservative,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,104.129.18.216,100,189,TRUE,4/19/19 12:42,R_2AFtI2mtjLzbqXM,,,,,33.7552948,-84.38860321,anonymous,EN,Accept,,,,,,,,,,,24,,,,,,90,,,71,,,,,,100,,,96,,,,,,0,,,78,,,75,,,,,,28,,,,,,80,,,,,,,,,,,,,,,0,,,,,,0,,,100,,,86,,,,,,100,,,,,,,,,83,,,60,,,,,,30,,,,,,43,,,,,,,,,70,,Yes,29,Male,White,,Liberal,Very Liberal,No,,none
4/19/19 12:38,4/19/19 12:42,IP Address,197.179.94.142,100,257,TRUE,4/19/19 12:42,R_3JFrIwtKXN6PDdW,,,,,1,38,anonymous,EN,Accept,,,,,,,,74,,,31,,,72,,,92,,,69,,,,,,,,,,,,,,,,,,78,,,47,,,62,,,,,,,,,66,,,,,,67,,24,,,7,,,,,,78,,,,,,67,,,83,,,,,,,,,,,,75,,,,,,,,,,,,,,,35,,,73,,,70,,,,,,36,,,Yes,28,Male,Black or African American,,Somewhat Liberal,Somewhat Liberal,No,,
4/19/19 12:40,4/19/19 12:42,IP Address,76.253.73.219,100,129,TRUE,4/19/19 12:42,R_2cpDUA72VLSLASl,,,,,30.34140015,-97.73120117,anonymous,EN,Accept,,56,,,,,,87,,,45,,,,,,,,,75,,,,,,69,,,,,,,,,,84,,,,,,73,,,69,,,,,,,,,,,,71,,,45,,65,,,67,,,79,,,,,,,,,,,,,,,,,,38,,,58,,,,,70,,,68,,,,,,65,,,78,,,61,,,,,,,,,,,,Yes,27,Male,White,,Liberal,Somewhat Liberal,Yes (please specify):,bipolar,thanks
4/19/19 12:38,4/19/19 12:42,IP Address,71.142.123.97,100,236,TRUE,4/19/19 12:42,R_31TLDByhiXIKlYJ,,,,,35.76409912,-78.7786026,anonymous,EN,Accept,,81,,,,,,56,,,,,,29,,,33,,,,,,,,,88,,,,,,,5,,,,,,16,,,,,,5,,,10,,,,,,,,,14,,,,,,,32,,,,,,60,,,41,,,,,,,,,19,,,,,,56,,,,,,,,4,,,,,,20,,,,,,,,,,,,4,,,11,,,30,Yes,35,Female,White,,Liberal,Somewhat Liberal,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,50.89.227.185,100,244,TRUE,4/19/19 12:42,R_OP9jlMiTQLFR43f,,,,,28.03129578,-80.59950256,anonymous,EN,Accept,,,,26,,,,,,,,,,,,,,,20,,,19,,,29,,,55,,,,11,,,,,,13,,,,,,13,,,,,,,,,24,,,,,,28,,,,60,,,33,,,,,,34,,,,,,,,,,,,63,,,71,,,,,,,,,30,,,11,,,11,,,,,,,,,,,,11,,,,,,27,Yes,42,Female,White,,Somewhat Conservative,Somewhat Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,96.233.105.119,100,269,TRUE,4/19/19 12:42,R_XvLEYbUwdBm8yWd,,,,,42.5796051,-71.80310059,anonymous,EN,Accept,,,,,,,,49,,,,,,46,,,43,,,54,,,,,,43,,,,,72,,,,,,,,,,,,51,,,55,,,61,,,42,,,,,,,,,,,13,,,,,,40,,,,,,72,,,,,,,,,,,,89,,,30,,59,,,,,,,,,,,,66,,,55,,,,,,50,,,,,,54,,Yes,36,Male,White,,Liberal,Liberal,Yes (please specify):,Anxiety Disorder/Depression,no comments
4/19/19 12:39,4/19/19 12:42,IP Address,71.38.137.137,100,171,TRUE,4/19/19 12:42,R_3PS2SDrAqZObXWU,,,,,36.01190186,-115.0432968,anonymous,EN,Accept,,,,,,75,,,,,,,,,54,,,55,,,,,,62,,,40,,,,,,,,,,,,44,,,,,,30,,,30,,,26,,,,,,33,,,,,,35,,,,,,79,,,,,,,,,79,,,,,,,,,94,,,62,,41,,,,,,,,,,,,,,,10,,,67,,,51,,,23,,,,,Yes,40,Female,Asian,,Liberal,Somewhat Liberal,No,,no comments
4/19/19 12:38,4/19/19 12:42,IP Address,24.47.186.97,100,271,TRUE,4/19/19 12:42,R_2to0W624cSMNtvW,,,,,40.87770081,-73.90799713,anonymous,EN,Accept,50,,,,,,90,,,,,,10,,,,,,,,,,,,0,,,50,,,,,,,50,,,20,,,50,,,50,,,50,,,,,,,,,,,,,,,,,,,,70,,,10,,,,,,20,,,,,,,,,0,,,70,,,,10,,,10,,,50,,,,,,,,,,,,50,,,,,,10,,,,,Yes,23,Male,Other (please specify):,black/latino,Very Liberal,Very Liberal,Yes (please specify):,"me, depression, bipolar depression, adhd, ptsd.",Interesting questions.
4/19/19 12:39,4/19/19 12:42,IP Address,174.224.20.147,100,229,TRUE,4/19/19 12:42,R_3jdsDiBfmZKrQkX,,,,,45.48039246,-122.5890961,anonymous,EN,Accept,,,,,,,,,,,,75,,,,,,51,,,46,,,,,,21,,,67,,,0,,,,,,59,,,,,,0,,,,,,7,,,43,,,,,,,,43,,,,,,,,,27,,,,,,,,,0,,,70,,,,,,60,,,,,,,,,,0,,,,,,5,,,0,,,0,,,,,,,,,7,Yes,61,Female,White,,Somewhat Liberal,Somewhat Liberal,No,,
4/19/19 12:40,4/19/19 12:42,IP Address,65.249.163.250,100,166,TRUE,4/19/19 12:42,R_3ESY9GMOkLyKfv8,,,,,28.63439941,-81.62210083,anonymous,EN,Accept,,,,,71,,,58,,,68,,,,,,63,,,,,,,,,63,,,,,,,62,,,61,,,,,,,,,,,,62,,,,,,,,,62,,,67,,,64,,,57,,,,,,65,,,,,,,,,,,,65,,,,,,62,,,,59,,,57,,,57,,,,,,,,,,,,,,,69,,,63,,,Yes,47,Male,White,,Conservative,Conservative,Yes (please specify):,,NOTHING
4/19/19 12:38,4/19/19 12:43,IP Address,72.79.78.52,100,266,TRUE,4/19/19 12:43,R_1ib0d4zD5HZaNYn,,,,,40.76409912,-74.16539764,anonymous,EN,Accept,,,,,,,50,,,,,,0,,,0,,,,,,20,,,40,,,,,,,,0,,,0,,,30,,,,,,,,,,,,,,,5,,,30,,,,,,,50,,,30,,,0,,,,,,,,,0,,,,,,,,,0,,,,,5,,,,,,0,,,,,,,,,0,,,0,,,,,,0,,,,Yes,38,Female,White,,Liberal,Liberal,Yes (please specify):,bi polar,
4/19/19 12:38,4/19/19 12:43,IP Address,107.172.168.127,100,292,TRUE,4/19/19 12:43,R_3ir3wx5R5Rd2crk,,,,,42.88639832,-78.87809753,anonymous,EN,Accept,,,,95,,,66,,,,,,,,,84,,,93,,,70,,,,,,,,,,,,,85,,,,,,,,,,,,,,,94,,,95,,,96,,,81,,,,89,,,,,,84,,,,,,84,,,,,,,,,84,,,,,,99,,97,,,78,,,100,,,,,,,,,,,,94,,,87,,,,,,,,Yes,39,Female,White,,Neither Liberal nor Conservative,Somewhat Conservative,Yes (please specify):,,
4/19/19 12:38,4/19/19 12:43,IP Address,70.181.89.205,100,257,TRUE,4/19/19 12:43,R_22DCuR90OMdXBzN,,,,,33.70739746,-117.7053986,anonymous,EN,Accept,,,,,,20,,,,,,,,,30,,,30,,,80,,,,,,,,,80,,,,,,0,,,59,,,10,,,,,,,,,70,,,,,,73,,,,,,20,,,90,,,30,,,,,,,,,,,,100,,,,,,100,,,,,,,,,,,,,,40,,,60,,,29,,,0,,,,,,,,,35,,Yes,30,Male,White,,Neither Liberal nor Conservative,Very Liberal,Yes (please specify):,anxiety disorder,
4/19/19 12:40,4/19/19 12:43,IP Address,73.204.108.126,100,168,TRUE,4/19/19 12:43,R_RRDetx9joHVfK5X,,,,,26.51699829,-80.08409882,anonymous,EN,Accept,,,,,,19,,,,,,,,,8,,,29,,,,,,42,,,29,,,,,,,80,,,,,,91,,,40,,,,,,60,,,,,,,,,29,,,91,,,,,,95,,,99,,,,,,8,,,,,,100,,,,,,,,,,,,,,,,,,,,72,,,40,,,,,,91,,,,,,91,,,90,Yes,30,Male,White,,Somewhat Conservative,Somewhat Liberal,No,,
4/19/19 12:39,4/19/19 12:43,IP Address,173.172.151.222,100,224,TRUE,4/19/19 12:43,R_tVEOqKIljoEkXuh,,,,,32.92599487,-96.96659851,anonymous,EN,Accept,,,36,,,61,,,37,,,,,,34,,,,,,,,,,,,,,,70,,,,,,34,,,,,,,,,,,,61,,,,,,37,,,34,,,24,,,,,68,,,,,,,,,,,,40,,,37,,,,,,27,,,73,,,,,32,,,,,,,,,,,,,,,28,,,34,,,64,,,67,,,No,37,Female,Asian,,Somewhat Liberal,Neither Liberal nor Conservative,No,,
4/19/19 12:39,4/19/19 12:43,IP Address,24.125.24.57,100,254,TRUE,4/19/19 12:43,R_Op3mq5Y6yuwXmJX,,,,,33.9382019,-84.54029846,anonymous,EN,Accept,,,,,,1,,,,,,,,,,,,,,,14,,,15,,,2,,,30,,,,,,,37,,,,,,39,,,,,,31,,,7,,,,,,22,,,,11,,,26,,,,,,,,,3,,,,,,0,,,,,,,,,26,,,1,,,4,,,0,,,4,,,4,,,,,,,,,,,,,,,,,Yes,23,Female,Black or African American,,Neither Liberal nor Conservative,Somewhat Conservative,No,,
4/19/19 12:41,4/19/19 12:43,IP Address,204.102.229.130,100,121,TRUE,4/19/19 12:43,R_Q3qqCSx0TkvTAyt,,,,,36.60620117,-121.908905,anonymous,EN,Accept,22,,,28,,,37,,,,,,25,,,27,,,,,,,,,,,,,,,,,,,,50,,,,,,50,,,,,,,,,50,,,,,,35,,,50,,,,24,,,27,,,38,,,,,,43,,,17,,,,,,,,,,,,50,,,,,,50,,,50,,,,,,,,,,,,50,,,50,,,,,,Yes,39,Male,Hispanic or Latino/a,,Somewhat Liberal,Somewhat Conservative,No,,
4/19/19 12:40,4/19/19 12:43,IP Address,73.206.138.51,100,196,TRUE,4/19/19 12:43,R_vN7lTo9MWVRItzz,,,,,29.74609375,-94.96530151,anonymous,EN,Accept,,,,,,,56,,,54,,,,,,59,,,39,,,,,,,,,42,,,,59,,,,,,55,,,,,,55,,,,,,43,,,,,,44,,,,,,,80,,,,,,38,,,,,,,,,,,,,,,70,,,,,,74,31,,,50,,,,,,43,,,,,,59,,,,,,41,,,,,,,,,Yes,26,Male,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,thank you
4/19/19 12:38,4/19/19 12:43,IP Address,107.77.204.160,100,276,TRUE,4/19/19 12:43,R_11X8OTi4SxoxU5A,,,,,38.90910339,-77.02030182,anonymous,EN,Accept,,,,,,,,74,,,85,,,,,,70,,,,,,76,,,,,,71,,,,,,,,87,,,79,,,,,,78,,,,,,87,,,,,,78,,,,,,22,,,,,,34,,,,,,77,,,,,,5,,,,,,71,,,90,,,,,,94,,,74,,,78,,,,,,,,,,,,,,,75,,,Yes,28,Female,White,,Somewhat Conservative,Conservative,No,,
4/19/19 12:39,4/19/19 12:43,IP Address,174.241.143.171,100,257,TRUE,4/19/19 12:43,R_2cjVCiwTJJTrVHA,,,,,38.30479431,-85.58650208,anonymous,EN,Accept,27,,,30,,,,,,,,,57,,,,,,56,,,,,,42,,,,,,54,,,,,,,,,,,,47,,,,,,58,,,,,,17,,,53,,,,,,31,,,,,,60,,,,,,58,,,,,,58,,,,,,,,,,,16,,,,,,,,,34,,,,,,,,,,,,,,,33,,,50,Yes,41,Female,White,,Liberal,Somewhat Conservative,Yes (please specify):,relatives have,
4/19/19 12:41,4/19/19 12:43,IP Address,107.185.127.204,100,140,TRUE,4/19/19 12:43,R_1jlfc5Cr6MrIfKf,,,,,33.96749878,-118.1464005,anonymous,EN,Accept,,,,,,,,,,,,72,,,,,,6,,,21,,,9,,,11,,,,,,,,,,0,,,15,,,50,,,8,,,,,,17,,,,,,,,,,,50,,,,,,50,,,,,,,,,83,,,82,,,,,,,,,70,,,,,,,5,,,28,,,,,,,,,6,,,9,,,4,,,,,,Yes,27,Male,Hispanic or Latino/a,,Liberal,Liberal,No,,
4/19/19 12:38,4/19/19 12:43,IP Address,174.48.205.52,100,276,TRUE,4/19/19 12:43,R_3jeeIBSMkDtxvXp,,,,,26.71650696,-80.06790161,anonymous,EN,Accept,,,,92,,,,,,89,,,81,,,89,,,77,,,,,,,,,,,,,,,,77,,,63,,,,,,92,,,91,,,,,,,,,,,,92,,80,,,66,,,76,,,,,,,,,85,,,,,,,,,,,,74,,,,70,,,90,,,90,,,92,,,,,,93,,,,,,,,,,,,,,Yes,61,Female,White,,Somewhat Conservative,Somewhat Conservative,Yes (please specify):,depression,
4/19/19 12:38,4/19/19 12:43,IP Address,73.48.57.9,100,318,TRUE,4/19/19 12:43,R_10TXACevDNder5x,,,,,39.05180359,-94.40460205,anonymous,EN,Accept,,,,,,,,40,,,,,,,,,,,,30,,,30,,,80,,,40,,,,,75,,,,,,85,,,65,,,65,,,,,,,,,10,,,,,,,35,,,75,,,,,,,,,,,,,,,40,,,40,,,,,,85,,15,,,,,,,,,40,,,25,,,,,,,,,35,,,,,,20,,,Yes,47,Female,White,,Somewhat Liberal,Somewhat Liberal,Yes (please specify):,,Thank you.
4/19/19 12:38,4/19/19 12:43,IP Address,98.67.167.233,100,300,TRUE,4/19/19 12:43,R_2BtzysAx9bHXGqU,,,,,34.77890015,-86.54380035,anonymous,EN,Accept,,,,60,,,,,,91,,,39,,,,,,75,,,90,,,,,,,,,,,0,,,60,,,88,,,,,,,,,,,,0,,,,,,100,,,,,39,,,,,,,,,80,,,49,,,100,,,,,,,,,0,,,,,,,,,100,,,100,,,,,,,,,,,,,,,39,,,100,,,81,,Yes,61,Female,White,,Conservative,Conservative,Yes (please specify):,bipolar,
4/19/19 12:38,4/19/19 12:43,IP Address,73.165.184.111,100,290,TRUE,4/19/19 12:43,R_2rOUJ1E2WHexQ0g,,,,,40.23629761,-75.29599762,anonymous,EN,Accept,,26,,,,,,,,,,,,70,,,71,,,,,,45,,,,,,75,,,90,,,,,,56,,,85,,,,,,82,,,,,,,,,51,,,,,,,,,,,,,43,,,72,,,,,,54,,,91,,,,,,,,,56,,,,,,50,,,,,,24,,,,,,7,,,,,,8,,,20,,,,Yes,70,Female,White,,Liberal,Somewhat Conservative,No,,
4/19/19 12:41,4/19/19 12:43,IP Address,68.32.10.4,100,152,TRUE,4/19/19 12:43,R_1MYDHBmo5o5F29f,,,,,42.55969238,-83.11380005,anonymous,EN,Accept,,42,,,,,,,,,57,,,66,,,41,,,,,,,,,84,,,,,,,,,80,,,,,,81,,,,,,83,,,80,,,75,,,,,,,,,57,,,,,,,,,,,,38,,,,,,19,,,,,,35,,,35,,73,,,67,,,,,,,,,,,,81,,,,,,77,,,85,,,,,,Yes,33,Male,White,,Very Liberal,Liberal,No,,None
4/19/19 12:38,4/19/19 12:43,IP Address,196.146.136.21,100,302,TRUE,4/19/19 12:43,R_1CI45zwuIeLlyH3,,,,,30.07780457,31.28520203,anonymous,EN,Accept,,,,,,,50,,,,,,50,,,,,,70,,,75,,,80,,,,,,,,35,,,,,,50,,,30,,,30,,,,,,,,,,,,,,,30,,,20,,,,,,,,,,,,50,,,20,,,80,,,,,,,,,35,,,,,95,,,85,,,,,,80,,,,,,,,,70,,,,,,75,,Yes,35,Female,White,,,Neither Liberal nor Conservative,No,,"I clicked neutral for social issues, but as the page loaded it looked like it didn't register my choice. It was too fast to tell, so I'd like to mention it in case the information was missing. "
4/19/19 12:40,4/19/19 12:43,IP Address,65.33.215.154,100,196,TRUE,4/19/19 12:43,R_1pLiYBamhxDYqyV,,,,,27.71470642,-82.35379791,anonymous,EN,Accept,,,,,69,,,,,,76,,,25,,,,,,90,,,65,,,,,,,,,,,,,,,,38,,,,,,12,,,,,,,,,75,,,8,,,37,,,,,,,,,,,,,89,,,32,,,88,,,88,,,,,,39,,,,,,57,,,17,,,,,,23,,,21,,,,,,,,,,,,65,,,Yes,71,Male,White,,Somewhat Conservative,Somewhat Conservative,No,,
4/19/19 12:38,4/19/19 12:43,IP Address,172.58.172.80,100,330,TRUE,4/19/19 12:43,R_20OqWe6nmPT7oPc,,,,,28.57589722,-81.39569855,anonymous,EN,Accept,70,,,,,,,,,,,,59,,,,,,30,,,56,,,,,,51,,,,,,34,,,,,,51,,,41,,,,,,37,,,38,,,,,,,,,,80,,,39,,,,,,,,,,,,65,,,,,,65,,,,,,82,,,,,,,,,,,,,,,65,,,75,,,66,,,,,,80,,,36,,Yes,33,Male,Black or African American,,Somewhat Liberal,Somewhat Liberal,No,,no comments
4/19/19 12:40,4/19/19 12:43,IP Address,70.190.188.38,100,228,TRUE,4/19/19 12:43,R_3r2F0HZzvokMHZI,,,,,33.5657959,-112.1724014,anonymous,EN,Accept,,24,,,74,,,,,,37,,,7,,,,,,,,,,,,,,,66,,,,1,,,62,,,,,,7,,,,,,,,,0,,,,,,5,,,,,41,,,,,,90,,,61,,,61,,,,,,44,,,,,,,,,,,,,,,,0,,,0,,,8,,,2,,,0,,,,,,,,,,,,,Yes,44,Female,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,Yes (please specify):,DID,
