Response ID,Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,.,unpredD,SincereD,DanD,TrustD,FriendD,HelpD,MoralD,UnderD,IntellD,SkillD,ConD,CreatD,CapD,AngD,DesD,EmbD,HapD,What is 2 + 4 equal to? - Equal to?,IsoD,VioD,SucD,UnpreS,SinS,DanS,TrustS,FriendS,HelpS,MorS,UndS,IntelS,SkilS,ConS,CreatS,CapS,AngS,DesirS,EmbS,JoyS,What is 1 + 3 equal to? - Equal to?,IsoS,VioS,SucS,Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,"If you have any comments, please enter them here:"
R_2OVeOdj1uTWEgG9,2/27/19 11:08,2/27/19 11:11,0,165.234.4.65,100,204,1,2/27/19 11:11,,,,,46.72309875,-100.67800140000001,anonymous,EN,1,69.0,61.0,11,51.0,24.0,52,67.0,71,72.0,71.0,14.0,70.0,49.0,11,56.0,59,8.0,6.0,64.0,7.0,28.0,82.0,20.0,62.0,11.0,16.0,69.0,50.0,22.0,60.0,43.0,30.0,74.0,28.0,60.0,30.0,42.0,9.0,4.0,39.0,38.0,17.0,1.0,48.0,2.0,5.0,,5.0,5.0,
R_2YWJ9MPLSLfSSyK,2/27/19 11:08,2/27/19 11:11,0,75.129.255.11,100,217,1,2/27/19 11:11,,,,,38.31700134,-88.91049957,anonymous,EN,1,43.0,35.0,8,35.0,37.0,10,41.0,33,47.0,37.0,6.0,41.0,48.0,15,11.0,40,10.0,6.0,62.0,14.0,42.0,67.0,27.0,19.0,41.0,14.0,74.0,44.0,15.0,19.0,24.0,14.0,37.0,25.0,38.0,9.0,69.0,17.0,4.0,67.0,31.0,26.0,1.0,37.0,1.0,5.0,,1.0,1.0,
R_2Emn1bP8DvyLjhA,2/27/19 11:08,2/27/19 11:11,0,206.128.242.9,100,222,1,2/27/19 11:12,,,,,28.93380737,-81.99140167,anonymous,EN,1,40.0,50.0,30,50.0,50.0,40,50.0,50,50.0,50.0,40.0,50.0,50.0,40,50.0,30,30.0,6.0,60.0,30.0,50.0,70.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,60.0,50.0,60.0,40.0,50.0,30.0,4.0,60.0,60.0,40.0,1.0,25.0,2.0,5.0,,1.0,2.0,
R_10q4JROAdjnccf1,2/27/19 11:08,2/27/19 11:12,0,148.74.35.152,100,229,1,2/27/19 11:12,,,,,41.32859802,-74.18849945,anonymous,EN,1,50.0,100.0,50,96.0,75.0,100,100.0,100,100.0,100.0,5.0,100.0,51.0,100,82.0,51,0.0,6.0,100.0,50.0,50.0,50.0,70.0,50.0,50.0,50.0,9.0,51.0,20.0,92.0,49.0,1.0,51.0,51.0,51.0,50.0,0.0,51.0,4.0,83.0,51.0,18.0,2.0,27.0,2.0,4.0,,1.0,1.0,
R_VIPxsa9V56ko6UV,2/27/19 11:08,2/27/19 11:12,0,100.11.102.229,100,222,1,2/27/19 11:12,,,,,40.23629761,-75.29599762,anonymous,EN,1,72.0,73.0,56,52.0,52.0,56,50.0,69,69.0,69.0,51.0,77.0,69.0,47,41.0,72,25.0,6.0,77.0,57.0,64.0,83.0,79.0,81.0,46.0,38.0,48.0,61.0,52.0,75.0,80.0,58.0,75.0,76.0,79.0,46.0,46.0,52.0,4.0,78.0,77.0,47.0,1.0,48.0,1.0,5.0,,4.0,4.0,
R_2WOlg4sxh5F66wp,2/27/19 11:10,2/27/19 11:12,0,170.185.129.17,100,105,1,2/27/19 11:12,,,,,36.86650085,-83.88880157,anonymous,EN,1,72.0,62.0,16,62.0,43.0,87,13.0,60,51.0,38.0,14.0,51.0,25.0,73,30.0,8,2.0,6.0,85.0,14.0,34.0,100.0,14.0,56.0,16.0,16.0,2.0,50.0,21.0,67.0,2.0,23.0,29.0,12.0,2.0,2.0,2.0,24.0,4.0,16.0,66.0,11.0,1.0,28.0,2.0,5.0,,6.0,6.0,
R_1OxciqXhnQGU0HA,2/27/19 11:08,2/27/19 11:12,0,24.53.64.226,100,234,1,2/27/19 11:12,,,,,37.26100159,-79.23169708,anonymous,EN,1,76.0,56.0,15,59.0,38.0,28,70.0,53,50.0,50.0,21.0,51.0,45.0,26,31.0,71,10.0,6.0,45.0,15.0,30.0,92.0,40.0,77.0,10.0,23.0,32.0,51.0,29.0,45.0,36.0,45.0,56.0,39.0,83.0,18.0,51.0,36.0,4.0,74.0,70.0,26.0,1.0,33.0,2.0,5.0,,2.0,5.0,
R_VUdtbUp3e4D7GkF,2/27/19 11:08,2/27/19 11:12,0,71.237.59.12,100,218,1,2/27/19 11:12,,,,,39.96359253,-104.9072037,anonymous,EN,1,41.0,53.0,20,53.0,36.0,16,56.0,44,53.0,52.0,31.0,52.0,52.0,14,51.0,36,3.0,6.0,57.0,10.0,50.0,77.0,51.0,30.0,40.0,47.0,9.0,51.0,52.0,51.0,52.0,45.0,52.0,52.0,52.0,47.0,35.0,51.0,4.0,46.0,25.0,47.0,1.0,57.0,1.0,5.0,,7.0,7.0,none
R_Tkmsrn047arGMUN,2/27/19 11:07,2/27/19 11:12,0,174.240.130.48,100,247,1,2/27/19 11:12,,,,,30.30639648,-90.94270325,anonymous,EN,1,79.0,61.0,9,61.0,50.0,19,70.0,50,71.0,71.0,30.0,40.0,72.0,10,49.0,20,40.0,6.0,71.0,51.0,40.0,91.0,51.0,18.0,51.0,49.0,28.0,70.0,10.0,69.0,61.0,30.0,83.0,59.0,9.0,30.0,61.0,51.0,4.0,79.0,29.0,40.0,1.0,55.0,1.0,5.0,,6.0,6.0,
R_2rNhrUpEQjrRIkU,2/27/19 11:08,2/27/19 11:12,0,135.26.144.25,100,222,1,2/27/19 11:12,,,,,38.76800537,-121.33489990000001,anonymous,EN,1,49.0,29.0,24,28.0,30.0,58,45.0,41,18.0,20.0,4.0,29.0,18.0,58,12.0,68,8.0,6.0,79.0,19.0,18.0,81.0,14.0,54.0,4.0,8.0,64.0,29.0,6.0,22.0,19.0,7.0,46.0,11.0,56.0,5.0,57.0,10.0,4.0,65.0,39.0,12.0,1.0,42.0,2.0,5.0,,6.0,6.0,
R_vvgLPhsCOMjnU6l,2/27/19 11:08,2/27/19 11:12,0,71.40.11.54,100,230,1,2/27/19 11:12,,,,,29.57159424,-95.09980011,anonymous,EN,1,81.0,41.0,73,32.0,14.0,70,40.0,32,38.0,29.0,20.0,20.0,32.0,64,28.0,70,28.0,6.0,84.0,67.0,42.0,78.0,33.0,41.0,37.0,49.0,74.0,45.0,44.0,20.0,25.0,35.0,41.0,31.0,75.0,37.0,70.0,59.0,4.0,74.0,61.0,45.0,1.0,30.0,1.0,3.0,,2.0,3.0,
R_3Hk9BHyDD4qzr2w,2/27/19 11:09,2/27/19 11:12,0,99.60.232.109,100,146,1,2/27/19 11:12,,,,,38.70230103,-90.36440277,anonymous,EN,1,1.0,1.0,1,1.0,2.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,27.0,1.0,5.0,,3.0,3.0,
R_24ABp2lTJXCLNzs,2/27/19 11:09,2/27/19 11:12,0,68.60.237.138,100,150,1,2/27/19 11:12,,,,,39.86889648,-85.97650146,anonymous,EN,1,50.0,50.0,38,51.0,51.0,57,52.0,51,51.0,50.0,36.0,59.0,50.0,51,50.0,50,35.0,6.0,57.0,35.0,50.0,60.0,51.0,50.0,51.0,50.0,42.0,50.0,50.0,50.0,36.0,42.0,51.0,50.0,50.0,50.0,50.0,50.0,4.0,56.0,50.0,40.0,1.0,41.0,1.0,5.0,,4.0,3.0,
R_2R2hAFrLZUu19CK,2/27/19 11:08,2/27/19 11:12,0,72.179.49.129,100,237,1,2/27/19 11:12,,,,,29.873703000000003,-97.93609619,anonymous,EN,1,60.0,50.0,50,50.0,50.0,50,50.0,50,50.0,50.0,40.0,50.0,50.0,50,50.0,50,0.0,6.0,90.0,50.0,50.0,100.0,50.0,90.0,20.0,50.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,4.0,81.0,50.0,49.0,1.0,29.0,1.0,3.0,,4.0,4.0,none
R_3qxkTcvu2vQqWu3,2/27/19 11:08,2/27/19 11:12,0,12.182.181.90,100,224,1,2/27/19 11:12,,,,,34.60400391,-92.62590027,anonymous,EN,1,28.0,32.0,22,75.0,55.0,82,75.0,44,86.0,83.0,19.0,78.0,75.0,64,30.0,94,,6.0,96.0,36.0,34.0,95.0,51.0,82.0,46.0,45.0,65.0,48.0,39.0,55.0,49.0,67.0,80.0,67.0,72.0,20.0,22.0,55.0,4.0,87.0,67.0,15.0,1.0,37.0,1.0,5.0,,3.0,5.0,
R_1ItSuNilthuoWcz,2/27/19 11:09,2/27/19 11:12,0,98.212.221.86,100,156,1,2/27/19 11:12,,,,,41.36289978,-89.42700195,anonymous,EN,1,10.0,92.0,0,100.0,79.0,50,94.0,81,84.0,81.0,0.0,50.0,100.0,0,100.0,70,0.0,6.0,100.0,11.0,50.0,71.0,62.0,76.0,21.0,19.0,40.0,18.0,39.0,38.0,39.0,20.0,18.0,81.0,10.0,0.0,10.0,9.0,4.0,61.0,50.0,40.0,1.0,30.0,1.0,5.0,,4.0,4.0,
R_3IWweSkrOAwM5Vz,2/27/19 11:08,2/27/19 11:12,0,76.208.87.96,100,223,1,2/27/19 11:12,,,,,28.39320374,-81.36219788,anonymous,EN,1,43.0,82.0,21,77.0,29.0,71,,75,72.0,45.0,24.0,33.0,27.0,50,35.0,70,8.0,6.0,89.0,45.0,20.0,94.0,72.0,89.0,18.0,,53.0,23.0,57.0,57.0,59.0,79.0,87.0,35.0,73.0,32.0,16.0,33.0,4.0,77.0,,,1.0,25.0,1.0,5.0,,4.0,4.0,
R_2ASS7NzPoTRQlDo,2/27/19 11:09,2/27/19 11:12,0,98.127.2.151,100,151,1,2/27/19 11:12,,,,,38.46780396,-107.87519840000002,anonymous,EN,1,69.0,54.0,31,52.0,51.0,51,63.0,36,54.0,51.0,10.0,52.0,53.0,40,51.0,50,39.0,6.0,74.0,29.0,40.0,79.0,27.0,65.0,40.0,36.0,56.0,39.0,38.0,52.0,52.0,49.0,51.0,50.0,70.0,39.0,39.0,37.0,4.0,68.0,65.0,41.0,1.0,27.0,1.0,5.0,,2.0,2.0,thanks
R_1rCyHmiLNZgJoX6,2/27/19 11:09,2/27/19 11:12,0,66.49.25.254,100,182,1,2/27/19 11:12,,,,,38.80140686,-90.50650024,anonymous,EN,1,71.0,,51,82.0,74.0,39,93.0,69,90.0,87.0,31.0,95.0,81.0,74,72.0,80,52.0,6.0,100.0,53.0,74.0,100.0,64.0,87.0,22.0,30.0,86.0,29.0,14.0,81.0,19.0,25.0,92.0,30.0,88.0,10.0,97.0,18.0,4.0,100.0,96.0,13.0,1.0,34.0,2.0,5.0,,1.0,2.0,
R_2QoN8lHi2l1j9NU,2/27/19 11:09,2/27/19 11:12,0,69.128.227.139,100,165,1,2/27/19 11:12,,,,,32.89320374,-105.94850159999999,anonymous,EN,1,64.0,3.0,50,60.0,50.0,83,31.0,63,55.0,51.0,63.0,40.0,65.0,64,48.0,1,0.0,6.0,100.0,48.0,43.0,83.0,37.0,31.0,29.0,32.0,29.0,35.0,29.0,36.0,41.0,18.0,22.0,32.0,35.0,28.0,2.0,76.0,4.0,34.0,24.0,30.0,1.0,30.0,1.0,5.0,,2.0,2.0,
R_3TVqCko6f38T4lj,2/27/19 11:08,2/27/19 11:12,0,96.40.214.77,100,225,1,2/27/19 11:12,,,,,38.53520203,-90.00060272,anonymous,EN,1,50.0,70.0,30,79.0,50.0,83,80.0,65,70.0,50.0,20.0,60.0,51.0,30,41.0,83,4.0,6.0,93.0,5.0,26.0,80.0,41.0,66.0,41.0,70.0,87.0,51.0,60.0,51.0,50.0,11.0,57.0,30.0,19.0,22.0,83.0,30.0,4.0,70.0,50.0,21.0,1.0,26.0,1.0,5.0,,1.0,5.0,
R_2vlaxUvz7qL4nrC,2/27/19 11:09,2/27/19 11:12,0,209.188.52.246,100,195,1,2/27/19 11:12,,,,,33.9046936,-78.57440186,anonymous,EN,1,35.0,60.0,15,50.0,35.0,65,60.0,49,65.0,40.0,20.0,45.0,45.0,40,30.0,60,15.0,6.0,80.0,20.0,40.0,55.0,40.0,25.0,40.0,50.0,55.0,50.0,40.0,60.0,50.0,40.0,65.0,45.0,20.0,25.0,15.0,40.0,4.0,80.0,20.0,40.0,1.0,30.0,1.0,5.0,,1.0,1.0,
R_1MQX4LgN9eVUo9Y,2/27/19 11:08,2/27/19 11:12,0,149.32.224.34,100,211,1,2/27/19 11:12,,,,,34.05439758,-118.2440033,anonymous,EN,1,72.0,61.0,75,39.0,38.0,85,68.0,51,57.0,56.0,29.0,37.0,59.0,48,54.0,73,31.0,6.0,83.0,49.0,38.0,83.0,60.0,72.0,19.0,63.0,70.0,40.0,25.0,41.0,9.0,36.0,57.0,26.0,63.0,27.0,35.0,18.0,4.0,69.0,40.0,7.0,1.0,28.0,1.0,5.0,,4.0,5.0,
R_1IbXYhN70HYt6KJ,2/27/19 11:08,2/27/19 11:12,0,65.254.25.194,100,246,1,2/27/19 11:12,,,,,39.95199585,-75.18139648,anonymous,EN,1,50.0,50.0,60,60.0,60.0,20,40.0,20,65.0,81.0,1.0,0.0,30.0,70,30.0,5,5.0,6.0,90.0,15.0,50.0,100.0,0.0,50.0,0.0,25.0,50.0,0.0,0.0,60.0,20.0,5.0,0.0,0.0,0.0,50.0,0.0,0.0,4.0,70.0,0.0,10.0,1.0,25.0,1.0,2.0,,4.0,4.0,
R_NWTRUG1zyMsjqbD,2/27/19 11:09,2/27/19 11:12,0,108.31.246.175,100,169,1,2/27/19 11:12,,,,,38.63710022,-76.87779999,anonymous,EN,1,13.0,81.0,12,45.0,51.0,16,86.0,68,51.0,48.0,14.0,73.0,82.0,8,51.0,7,66.0,6.0,73.0,1.0,61.0,86.0,47.0,74.0,18.0,59.0,19.0,24.0,20.0,61.0,33.0,50.0,85.0,16.0,76.0,16.0,11.0,78.0,4.0,53.0,57.0,20.0,1.0,25.0,1.0,3.0,,2.0,2.0,none
R_3QGI3l87srSRvQx,2/27/19 11:08,2/27/19 11:12,0,71.76.86.138,100,208,1,2/27/19 11:12,,,,,35.08920288,-80.81939697,anonymous,EN,1,29.0,71.0,2,74.0,49.0,57,78.0,65,79.0,63.0,35.0,73.0,77.0,40,29.0,42,3.0,6.0,70.0,11.0,53.0,86.0,46.0,71.0,49.0,52.0,43.0,71.0,53.0,66.0,57.0,57.0,73.0,43.0,45.0,17.0,52.0,49.0,4.0,44.0,51.0,51.0,1.0,38.0,2.0,3.0,,2.0,2.0,
R_1o895tDUnS6pzLs,2/27/19 11:09,2/27/19 11:12,0,73.31.69.156,100,171,1,2/27/19 11:12,,,,,37.46380615,-77.39800262,anonymous,EN,1,59.0,65.0,13,80.0,26.0,78,62.0,65,73.0,65.0,22.0,33.0,58.0,62,39.0,66,19.0,6.0,92.0,11.0,41.0,71.0,64.0,17.0,75.0,76.0,30.0,79.0,81.0,59.0,72.0,36.0,55.0,57.0,14.0,30.0,37.0,66.0,4.0,31.0,5.0,41.0,1.0,27.0,1.0,5.0,,2.0,3.0,
R_1g77ILz2yEIRWdd,2/27/19 11:08,2/27/19 11:12,0,216.160.129.70,100,274,1,2/27/19 11:12,,,,,39.65620422,-104.78659820000001,anonymous,EN,1,60.0,95.0,5,90.0,90.0,5,95.0,95,95.0,90.0,70.0,90.0,95.0,50,50.0,20,40.0,6.0,50.0,10.0,80.0,80.0,90.0,50.0,90.0,80.0,60.0,95.0,90.0,95.0,90.0,80.0,90.0,90.0,50.0,50.0,50.0,70.0,4.0,50.0,25.0,90.0,1.0,41.0,2.0,5.0,,5.0,5.0,
R_12Jz5N1yswRjhrk,2/27/19 11:10,2/27/19 11:12,0,172.58.83.76,100,154,1,2/27/19 11:12,,,,,44.97639465,-93.22399902,anonymous,EN,1,54.0,46.0,43,45.0,43.0,42,54.0,48,46.0,43.0,39.0,48.0,42.0,70,47.0,39,31.0,6.0,53.0,46.0,43.0,85.0,46.0,59.0,36.0,37.0,48.0,39.0,44.0,49.0,53.0,38.0,38.0,35.0,59.0,44.0,37.0,25.0,4.0,41.0,59.0,42.0,1.0,29.0,2.0,5.0,,6.0,6.0,
R_2X7DJbdC6O9ft6g,2/27/19 11:09,2/27/19 11:12,0,196.19.177.173,100,215,1,2/27/19 11:12,,,,,39.09970093,-94.57859802,anonymous,EN,1,59.0,32.0,44,46.0,43.0,36,49.0,53,34.0,69.0,64.0,43.0,54.0,25,48.0,45,60.0,6.0,61.0,56.0,40.0,79.0,54.0,71.0,87.0,69.0,75.0,77.0,77.0,66.0,61.0,82.0,80.0,61.0,69.0,63.0,52.0,68.0,4.0,61.0,82.0,59.0,1.0,27.0,1.0,5.0,,1.0,1.0,nice survey
R_bqKzCXHtuYUOzTj,2/27/19 11:08,2/27/19 11:12,0,98.176.238.152,100,279,1,2/27/19 11:12,,,,,32.63870239,-117.080101,anonymous,EN,1,0.0,100.0,0,100.0,100.0,50,100.0,100,100.0,100.0,50.0,100.0,100.0,0,100.0,0,100.0,6.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0.0,100.0,4.0,100.0,0.0,100.0,1.0,28.0,1.0,2.0,,2.0,2.0,None
R_006qVLVaDeTm3n3,2/27/19 11:08,2/27/19 11:12,0,23.240.103.230,100,254,1,2/27/19 11:12,,,,,34.07620239,-118.3029022,anonymous,EN,1,0.0,50.0,0,50.0,50.0,70,51.0,10,50.0,50.0,0.0,50.0,20.0,0,50.0,0,0.0,6.0,,0.0,50.0,80.0,50.0,10.0,20.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,20.0,60.0,20.0,0.0,50.0,4.0,70.0,50.0,50.0,1.0,29.0,1.0,4.0,,1.0,1.0,
R_2dm4odqFEsE4Zqr,2/27/19 11:08,2/27/19 11:12,0,107.172.168.127,100,259,1,2/27/19 11:12,,,,,42.88639832,-78.87809753,anonymous,EN,1,62.0,62.0,55,39.0,24.0,33,83.0,49,53.0,67.0,35.0,40.0,57.0,59,41.0,71,56.0,6.0,68.0,28.0,53.0,52.0,53.0,69.0,33.0,62.0,52.0,40.0,49.0,47.0,25.0,33.0,61.0,30.0,58.0,61.0,53.0,32.0,4.0,33.0,40.0,26.0,1.0,37.0,2.0,5.0,,3.0,2.0,good
R_2EGX4KaTjp2Ju9Z,2/27/19 11:08,2/27/19 11:12,0,152.23.179.67,100,263,1,2/27/19 11:12,,,,,36.05250549,-79.10769653,anonymous,EN,1,83.0,65.0,10,62.0,57.0,38,71.0,89,50.0,65.0,20.0,70.0,70.0,11,36.0,82,64.0,6.0,94.0,11.0,53.0,96.0,48.0,65.0,10.0,61.0,68.0,51.0,21.0,51.0,42.0,55.0,79.0,52.0,52.0,19.0,8.0,60.0,4.0,94.0,58.0,43.0,1.0,22.0,1.0,2.0,,2.0,2.0,
R_10O5hV0hQ2CBmsa,2/27/19 11:08,2/27/19 11:12,0,75.110.236.173,100,231,1,2/27/19 11:12,,,,,35.58839417,-77.14040375,anonymous,EN,1,75.0,50.0,10,50.0,30.0,25,51.0,49,50.0,50.0,0.0,50.0,20.0,90,3.0,70,0.0,6.0,100.0,25.0,25.0,100.0,50.0,90.0,50.0,50.0,50.0,50.0,25.0,50.0,51.0,50.0,51.0,30.0,50.0,2.0,50.0,50.0,4.0,90.0,50.0,30.0,1.0,54.0,2.0,5.0,,1.0,5.0,
R_6s6uyNZu2HcAqOt,2/27/19 11:09,2/27/19 11:12,0,100.16.11.149,100,196,1,2/27/19 11:12,,,,,39.53720093,-76.36049652,anonymous,EN,1,60.0,49.0,31,50.0,16.0,44,51.0,15,50.0,41.0,18.0,27.0,46.0,60,32.0,54,3.0,6.0,74.0,21.0,44.0,91.0,30.0,80.0,45.0,37.0,21.0,25.0,19.0,51.0,30.0,30.0,47.0,26.0,40.0,8.0,48.0,25.0,4.0,70.0,70.0,24.0,1.0,45.0,1.0,5.0,,5.0,6.0,
R_1DoIP0VbPbqVNvM,2/27/19 11:08,2/27/19 11:12,0,74.137.121.124,100,261,1,2/27/19 11:12,,,,,38.04130554,-84.72869873,anonymous,EN,1,68.0,93.0,36,60.0,100.0,21,94.0,100,96.0,88.0,41.0,95.0,70.0,73,72.0,92,72.0,6.0,82.0,39.0,90.0,98.0,51.0,80.0,50.0,54.0,20.0,53.0,39.0,98.0,79.0,21.0,90.0,10.0,54.0,23.0,75.0,51.0,4.0,88.0,70.0,51.0,1.0,34.0,2.0,5.0,,5.0,5.0,
R_1NwQICuXjPuUggv,2/27/19 11:08,2/27/19 11:13,0,73.177.166.220,100,274,1,2/27/19 11:13,,,,,37.54769897,-77.39479828,anonymous,EN,1,81.0,54.0,45,53.0,30.0,83,68.0,30,24.0,55.0,21.0,44.0,72.0,13,20.0,78,26.0,6.0,80.0,49.0,44.0,98.0,13.0,92.0,26.0,20.0,33.0,13.0,13.0,61.0,14.0,17.0,30.0,21.0,87.0,16.0,86.0,16.0,4.0,89.0,28.0,22.0,1.0,28.0,1.0,4.0,,2.0,3.0,
R_ekOJ5twgQ59x6GR,2/27/19 11:08,2/27/19 11:13,0,74.110.72.22,100,291,1,2/27/19 11:13,,,,,39.6342926,-77.73370361,anonymous,EN,1,16.0,78.0,1,67.0,73.0,9,73.0,77,79.0,72.0,75.0,77.0,81.0,23,60.0,18,49.0,6.0,45.0,17.0,80.0,23.0,64.0,20.0,62.0,66.0,32.0,75.0,75.0,74.0,89.0,79.0,74.0,71.0,28.0,48.0,4.0,70.0,4.0,31.0,10.0,67.0,1.0,32.0,2.0,5.0,,1.0,4.0,Thank You
R_1LNHkb5527rAyoC,2/27/19 11:09,2/27/19 11:13,0,108.54.165.242,100,230,1,2/27/19 11:13,,,,,40.59480286,-73.97149658,anonymous,EN,1,74.0,66.0,58,80.0,71.0,44,53.0,56,65.0,57.0,51.0,70.0,64.0,76,58.0,65,80.0,6.0,78.0,56.0,58.0,46.0,63.0,66.0,73.0,59.0,,61.0,54.0,54.0,61.0,61.0,55.0,59.0,62.0,68.0,56.0,51.0,4.0,59.0,68.0,,1.0,31.0,1.0,3.0,,6.0,5.0,nice
R_2bPPsoHVyYNprki,2/27/19 11:08,2/27/19 11:13,0,47.201.52.99,100,272,1,2/27/19 11:13,,,,,27.0933075,-82.44979858,anonymous,EN,1,70.0,85.0,60,70.0,30.0,85,80.0,75,70.0,75.0,10.0,35.0,65.0,25,20.0,76,0.0,6.0,90.0,40.0,60.0,100.0,15.0,80.0,25.0,10.0,75.0,50.0,10.0,50.0,50.0,15.0,70.0,15.0,75.0,10.0,75.0,0.0,4.0,85.0,85.0,15.0,1.0,39.0,1.0,5.0,,2.0,5.0,
R_29v2NnKNjAm2rjW,2/27/19 11:09,2/27/19 11:13,0,174.26.81.32,100,222,1,2/27/19 11:13,,,,,33.68190002,-112.0996017,anonymous,EN,1,55.0,67.0,30,73.0,60.0,70,67.0,51,76.0,74.0,51.0,73.0,70.0,41,55.0,87,24.0,6.0,77.0,13.0,52.0,86.0,35.0,75.0,28.0,50.0,90.0,49.0,25.0,29.0,36.0,63.0,26.0,22.0,50.0,16.0,83.0,47.0,4.0,85.0,57.0,24.0,1.0,44.0,1.0,4.0,,1.0,2.0,
R_4Gv8oKRup6pAHw5,2/27/19 11:08,2/27/19 11:13,0,23.102.138.121,100,296,1,2/27/19 11:13,,,,,29.42469788,-98.49349976,anonymous,EN,1,,35.0,44,46.0,,65,48.0,49,44.0,53.0,28.0,53.0,43.0,61,51.0,34,17.0,6.0,30.0,69.0,43.0,23.0,20.0,34.0,20.0,34.0,43.0,28.0,46.0,23.0,39.0,22.0,29.0,12.0,66.0,36.0,27.0,13.0,4.0,37.0,12.0,27.0,1.0,33.0,1.0,7.0,,4.0,5.0,NONE
R_28ZjhoNvvFYLe6a,2/27/19 11:09,2/27/19 11:13,0,131.204.254.87,100,253,1,2/27/19 11:13,,,,,32.602005,-85.48699951,anonymous,EN,1,28.0,44.0,21,26.0,24.0,34,45.0,40,51.0,48.0,13.0,29.0,41.0,25,24.0,32,14.0,6.0,81.0,20.0,29.0,78.0,36.0,41.0,18.0,40.0,22.0,40.0,22.0,51.0,45.0,30.0,54.0,50.0,23.0,36.0,22.0,50.0,4.0,40.0,24.0,35.0,1.0,22.0,2.0,2.0,,2.0,3.0,
R_zSxzmU0OkCCeIDf,2/27/19 11:09,2/27/19 11:13,0,68.99.164.131,100,212,1,2/27/19 11:13,,,,,36.76339722,-76.33969879,anonymous,EN,1,22.0,82.0,13,71.0,85.0,44,85.0,79,80.0,86.0,82.0,86.0,79.0,13,81.0,9,61.0,6.0,94.0,9.0,71.0,91.0,53.0,15.0,53.0,64.0,48.0,46.0,73.0,73.0,17.0,47.0,88.0,17.0,33.0,22.0,47.0,13.0,4.0,79.0,20.0,11.0,1.0,36.0,2.0,2.0,,3.0,2.0,
R_3CZRIqch5nlfmxF,2/27/19 11:10,2/27/19 11:13,0,157.46.39.38,100,184,1,2/27/19 11:13,,,,,10.99099731,76.96670532,anonymous,EN,1,81.0,87.0,59,70.0,75.0,60,54.0,69,83.0,79.0,91.0,53.0,61.0,70,95.0,61,74.0,6.0,82.0,59.0,78.0,83.0,75.0,81.0,71.0,58.0,68.0,89.0,77.0,65.0,54.0,81.0,87.0,84.0,80.0,59.0,60.0,79.0,4.0,68.0,68.0,93.0,1.0,23.0,1.0,4.0,,5.0,6.0,
R_2DNtfe7Cs8vMlBy,2/27/19 11:10,2/27/19 11:13,0,74.88.213.35,100,186,1,2/27/19 11:13,,,,,40.61860657,-73.92720032,anonymous,EN,1,30.0,72.0,61,74.0,63.0,18,75.0,71,69.0,72.0,50.0,73.0,75.0,15,51.0,29,6.0,6.0,19.0,51.0,52.0,100.0,41.0,92.0,50.0,40.0,90.0,29.0,9.0,,12.0,5.0,18.0,19.0,72.0,13.0,49.0,10.0,4.0,75.0,81.0,12.0,1.0,51.0,2.0,5.0,,4.0,4.0,
R_wRV19qczwiAL65b,2/27/19 11:09,2/27/19 11:13,0,68.13.249.61,100,263,1,2/27/19 11:13,,,,,36.0605011,-95.94519806,anonymous,EN,1,10.0,72.0,0,81.0,61.0,11,79.0,88,72.0,66.0,22.0,71.0,95.0,0,54.0,25,22.0,6.0,,0.0,52.0,60.0,52.0,31.0,32.0,40.0,18.0,61.0,53.0,54.0,49.0,38.0,64.0,72.0,25.0,32.0,15.0,49.0,4.0,37.0,1.0,51.0,1.0,29.0,2.0,5.0,,1.0,1.0,
R_1ilmz9a3Uz18HfP,2/27/19 11:09,2/27/19 11:13,0,69.8.174.88,100,262,1,2/27/19 11:13,,,,,36.05270386,-85.01380157,anonymous,EN,1,43.0,51.0,1,55.0,54.0,58,59.0,64,65.0,60.0,14.0,67.0,66.0,1,50.0,6,50.0,6.0,80.0,1.0,55.0,94.0,6.0,50.0,21.0,6.0,16.0,29.0,5.0,14.0,23.0,5.0,61.0,41.0,51.0,52.0,2.0,9.0,4.0,92.0,51.0,16.0,1.0,21.0,2.0,5.0,,3.0,3.0,
