Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,.,"In your opinion, how *unpredictable* is this person? - How unpredictable?","In your opinion, how *sincere* is this person? - How sincere?","In your opinion, how *dangerous* is this person? - How dangerous?","In your opinion, how *trustworthy* is this person? - How trustworthy?","In your opinion, how *friendly* is this person? - How friendly?","In your opinion, how *helpless* is this person? - How helpless?","In your opinion, how *moral* is this person? - How moral?","In your opinion, how *understanding* is this person? - How understanding?","In your opinion, how *intelligent* is this person? - How intelligent?","In your opinion, how *skilled* is this person? - How skilled?","In your opinion, how *confident* is this person? - How confident?","In your opinion, how *creative* is this person? - How creative?","In your opinion, how *capable* is this person? - How capable?","In your opinion, how *angry* is this person? - How angry?","In your opinion, how *desirable* is this person? - How desirable?","In your opinion, how *embarrassed* is this person? - How embarrassed?","In your opinion, how *joyful* is this person? - How happy?",What is 2 + 4 equal to? - Equal to?,"In your opinion, how *isolated* is this person? - How isolated?","In your opinion, how *violent* is this person? - How violent?","In your opinion, how *successful* is this person? - How successful?","In your opinion, how *unpredictable* is this person? - How unpredictable?","In your opinion, how *sincere* is this person? - How sincere?","In your opinion, how *dangerous* is this person? - How dangerous?","In your opinion, how *trustworthy* is this person? - How trustworthy?","In your opinion, how *friendly* is this person? - How friendly?","In your opinion, how *helpless* is this person? - How helpless?","In your opinion, how *moral* is this person? - How moral?","In your opinion, how *understanding* is this person? - How understanding?","In your opinion, how *intelligent* is this person? - How intelligent?","In your opinion, how *skilled* is this person? - How skilled?","In your opinion, how *confident* is this person? - How confident?","In your opinion, how *creative* is this person? - How creative?","In your opinion, how *capable* is this person? - How capable?","In your opinion, how *angry* is this person? - How angry?","In your opinion, how *desirable* is this person? - How desirable?","In your opinion, how *embarrassed* is this person? - How embarrassed?","In your opinion, how *joyful* is this person? - How joyful?",What is 1 + 3 equal to? - Equal to?,"In your opinion, how *isolated* is this person? - How isolated?","In your opinion, how *violent* is this person? - How violent?","In your opinion, how *successful* is this person? - How successful?",Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,"If you have any comments, please enter them here:"
2/27/19 11:09,2/27/19 11:12,0,99.60.232.109,100,146,1,2/27/19 11:12,R_3Hk9BHyDD4qzr2w,,,,,38.70230103,-90.36440277,anonymous,EN,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,27,1,5,,3,3,
2/27/19 11:09,2/27/19 11:12,0,68.60.237.138,100,150,1,2/27/19 11:12,R_24ABp2lTJXCLNzs,,,,,39.86889648,-85.97650146,anonymous,EN,1,50,50,38,51,51,57,52,51,51,50,36,59,50,51,50,50,35,6,57,35,50,60,51,50,51,50,42,50,50,50,36,42,51,50,50,50,50,50,4,56,50,40,1,41,1,5,,4,3,
2/27/19 11:08,2/27/19 11:12,0,72.179.49.129,100,237,1,2/27/19 11:12,R_2R2hAFrLZUu19CK,,,,,29.873703,-97.93609619,anonymous,EN,1,60,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,0,6,90,50,50,100,50,90,20,50,50,50,50,51,50,50,50,40,50,50,50,50,4,81,50,49,1,29,1,3,,4,4,none
2/27/19 11:08,2/27/19 11:12,0,12.182.181.90,100,224,1,2/27/19 11:12,R_3qxkTcvu2vQqWu3,,,,,34.60400391,-92.62590027,anonymous,EN,1,28,32,22,75,55,82,75,44,86,83,19,78,75,64,30,94,,6,96,36,34,95,51,82,46,45,65,48,39,55,49,67,80,67,72,20,22,55,4,87,67,15,1,37,1,5,,3,5,
2/27/19 11:09,2/27/19 11:12,0,98.212.221.86,100,156,1,2/27/19 11:12,R_1ItSuNilthuoWcz,,,,,41.36289978,-89.42700195,anonymous,EN,1,10,92,0,100,79,50,94,81,84,81,0,50,100,0,100,70,0,6,100,11,50,71,62,76,21,19,40,18,39,38,39,20,18,81,10,0,10,9,4,61,50,40,1,30,1,5,,4,4,
2/27/19 11:08,2/27/19 11:12,0,76.208.87.96,100,223,1,2/27/19 11:12,R_3IWweSkrOAwM5Vz,,,,,28.39320374,-81.36219788,anonymous,EN,1,43,82,21,77,29,71,,75,72,45,24,33,27,50,35,70,8,6,89,45,20,94,72,89,18,,53,23,57,57,59,79,87,35,73,32,16,33,4,77,,,1,25,1,5,,4,4,
2/27/19 11:09,2/27/19 11:12,0,98.127.2.151,100,151,1,2/27/19 11:12,R_2ASS7NzPoTRQlDo,,,,,38.46780396,-107.8751984,anonymous,EN,1,69,54,31,52,51,51,63,36,54,51,10,52,53,40,51,50,39,6,74,29,40,79,27,65,40,36,56,39,38,52,52,49,51,50,70,39,39,37,4,68,65,41,1,27,1,5,,2,2,thanks
2/27/19 11:09,2/27/19 11:12,0,66.49.25.254,100,182,1,2/27/19 11:12,R_1rCyHmiLNZgJoX6,,,,,38.80140686,-90.50650024,anonymous,EN,1,71,,51,82,74,39,93,69,90,87,31,95,81,74,72,80,52,6,100,53,74,100,64,87,22,30,86,29,14,81,19,25,92,30,88,10,97,18,4,100,96,13,1,34,2,5,,1,2,
2/27/19 11:09,2/27/19 11:12,0,69.128.227.139,100,165,1,2/27/19 11:12,R_2QoN8lHi2l1j9NU,,,,,32.89320374,-105.9485016,anonymous,EN,1,64,3,50,60,50,83,31,63,55,51,63,40,65,64,48,1,0,6,100,48,43,83,37,31,29,32,29,35,29,36,41,18,22,32,35,28,2,76,4,34,24,30,1,30,1,5,,2,2,
2/27/19 11:08,2/27/19 11:12,0,96.40.214.77,100,225,1,2/27/19 11:12,R_3TVqCko6f38T4lj,,,,,38.53520203,-90.00060272,anonymous,EN,1,50,70,30,79,50,83,80,65,70,50,20,60,51,30,41,83,4,6,93,5,26,80,41,66,41,70,87,51,60,51,50,11,57,30,19,22,83,30,4,70,50,21,1,26,1,5,,1,5,
2/27/19 11:09,2/27/19 11:12,0,209.188.52.246,100,195,1,2/27/19 11:12,R_2vlaxUvz7qL4nrC,,,,,33.9046936,-78.57440186,anonymous,EN,1,35,60,15,50,35,65,60,49,65,40,20,45,45,40,30,60,15,6,80,20,40,55,40,25,40,50,55,50,40,60,50,40,65,45,20,25,15,40,4,80,20,40,1,30,1,5,,1,1,
2/27/19 11:08,2/27/19 11:12,0,149.32.224.34,100,211,1,2/27/19 11:12,R_1MQX4LgN9eVUo9Y,,,,,34.05439758,-118.2440033,anonymous,EN,1,72,61,75,39,38,85,68,51,57,56,29,37,59,48,54,73,31,6,83,49,38,83,60,72,19,63,70,40,25,41,9,36,57,26,63,27,35,18,4,69,40,7,1,28,1,5,,4,5,
2/27/19 11:08,2/27/19 11:12,0,65.254.25.194,100,246,1,2/27/19 11:12,R_1IbXYhN70HYt6KJ,,,,,39.95199585,-75.18139648,anonymous,EN,1,50,50,60,60,60,20,40,20,65,81,1,0,30,70,30,5,5,6,90,15,50,100,0,50,0,25,50,0,0,60,20,5,0,0,0,50,0,0,4,70,0,10,1,25,1,2,,4,4,
2/27/19 11:09,2/27/19 11:12,0,108.31.246.175,100,169,1,2/27/19 11:12,R_NWTRUG1zyMsjqbD,,,,,38.63710022,-76.87779999,anonymous,EN,1,13,81,12,45,51,16,86,68,51,48,14,73,82,8,51,7,66,6,73,1,61,86,47,74,18,59,19,24,20,61,33,50,85,16,76,16,11,78,4,53,57,20,1,25,1,3,,2,2,none
2/27/19 11:08,2/27/19 11:12,0,71.76.86.138,100,208,1,2/27/19 11:12,R_3QGI3l87srSRvQx,,,,,35.08920288,-80.81939697,anonymous,EN,1,29,71,2,74,49,57,78,65,79,63,35,73,77,40,29,42,3,6,70,11,53,86,46,71,49,52,43,71,53,66,57,57,73,43,45,17,52,49,4,44,51,51,1,38,2,3,,2,2,
2/27/19 11:09,2/27/19 11:12,0,73.31.69.156,100,171,1,2/27/19 11:12,R_1o895tDUnS6pzLs,,,,,37.46380615,-77.39800262,anonymous,EN,1,59,65,13,80,26,78,62,65,73,65,22,33,58,62,39,66,19,6,92,11,41,71,64,17,75,76,30,79,81,59,72,36,55,57,14,30,37,66,4,31,5,41,1,27,1,5,,2,3,
2/27/19 11:08,2/27/19 11:12,0,99.191.129.123,100,260,1,2/27/19 11:12,R_3qajMrfxQCw37bQ,,,,,41.9335022,-88.00540161,anonymous,EN,1,40,30,10,34,41,50,80,20,60,40,6,60,40,39,10,70,1,60,76,7,40,81,39,52,36,51,6,50,20,74,30,6,40,27,51,1,80,35,40,70,42,39,1,44,2,5,,3,5,
2/27/19 11:08,2/27/19 11:12,0,216.160.129.70,100,274,1,2/27/19 11:12,R_1g77ILz2yEIRWdd,,,,,39.65620422,-104.7865982,anonymous,EN,1,60,95,5,90,90,5,95,95,95,90,70,90,95,50,50,20,40,6,50,10,80,80,90,50,90,80,60,95,90,95,90,80,90,90,50,50,50,70,4,50,25,90,1,41,2,5,,5,5,
2/27/19 11:10,2/27/19 11:12,0,172.58.83.76,100,154,1,2/27/19 11:12,R_12Jz5N1yswRjhrk,,,,,44.97639465,-93.22399902,anonymous,EN,1,54,46,43,45,43,42,54,48,46,43,39,48,42,70,47,39,31,6,53,46,43,85,46,59,36,37,48,39,44,49,53,38,38,35,59,44,37,25,4,41,59,42,1,29,2,5,,6,6,
2/27/19 11:09,2/27/19 11:12,0,196.19.177.173,100,215,1,2/27/19 11:12,R_2X7DJbdC6O9ft6g,,,,,39.09970093,-94.57859802,anonymous,EN,1,59,32,44,46,43,36,49,53,34,69,64,43,54,25,48,45,60,6,61,56,40,79,54,71,87,69,75,77,77,66,61,82,80,61,69,63,52,68,4,61,82,59,1,27,1,5,,1,1,nice survey
2/27/19 11:08,2/27/19 11:12,0,98.176.238.152,100,279,1,2/27/19 11:12,R_bqKzCXHtuYUOzTj,,,,,32.63870239,-117.080101,anonymous,EN,1,0,100,0,100,100,50,100,100,100,100,50,100,100,0,100,0,100,6,100,0,100,0,100,0,100,100,50,100,100,100,100,100,100,100,0,100,0,100,4,100,0,100,1,28,1,2,,2,2,None
2/27/19 11:08,2/27/19 11:12,0,23.240.103.230,100,254,1,2/27/19 11:12,R_006qVLVaDeTm3n3,,,,,34.07620239,-118.3029022,anonymous,EN,1,0,50,0,50,50,70,51,10,50,50,0,50,20,0,50,0,0,6,,0,50,80,50,10,20,50,0,50,50,50,50,50,50,20,60,20,0,50,4,70,50,50,1,29,1,4,,1,1,
2/27/19 11:08,2/27/19 11:12,0,107.172.168.127,100,259,1,2/27/19 11:12,R_2dm4odqFEsE4Zqr,,,,,42.88639832,-78.87809753,anonymous,EN,1,62,62,55,39,24,33,83,49,53,67,35,40,57,59,41,71,56,6,68,28,53,52,53,69,33,62,52,40,49,47,25,33,61,30,58,61,53,32,4,33,40,26,1,37,2,5,,3,2,good
2/27/19 11:08,2/27/19 11:12,0,152.23.179.67,100,263,1,2/27/19 11:12,R_2EGX4KaTjp2Ju9Z,,,,,36.05250549,-79.10769653,anonymous,EN,1,83,65,10,62,57,38,71,89,50,65,20,70,70,11,36,82,64,6,94,11,53,96,48,65,10,61,68,51,21,51,42,55,79,52,52,19,8,60,4,94,58,43,1,22,1,2,,2,2,
2/27/19 11:08,2/27/19 11:12,0,23.95.238.205,100,232,1,2/27/19 11:12,R_3ebhvXviRqx0weh,,,,,42.88639832,-78.87809753,anonymous,EN,1,94,95,91,89,87,98,97,91,82,95,91,99,94,80,95,92,86,95,87,91,91,96,94,90,93,95,88,93,91,93,89,89,90,87,93,93,95,90,93,89,97,97,1,23,2,5,,3,3,good
2/27/19 11:08,2/27/19 11:12,0,75.110.236.173,100,231,1,2/27/19 11:12,R_10O5hV0hQ2CBmsa,,,,,35.58839417,-77.14040375,anonymous,EN,1,75,50,10,50,30,25,51,49,50,50,0,50,20,90,3,70,0,6,100,25,25,100,50,90,50,50,50,50,25,50,51,50,51,30,50,2,50,50,4,90,50,30,1,54,2,5,,1,5,
2/27/19 11:09,2/27/19 11:12,0,100.16.11.149,100,196,1,2/27/19 11:12,R_6s6uyNZu2HcAqOt,,,,,39.53720093,-76.36049652,anonymous,EN,1,60,49,31,50,16,44,51,15,50,41,18,27,46,60,32,54,3,6,74,21,44,91,30,80,45,37,21,25,19,51,30,30,47,26,40,8,48,25,4,70,70,24,1,45,1,5,,5,6,
2/27/19 11:08,2/27/19 11:12,0,74.137.121.124,100,261,1,2/27/19 11:12,R_1DoIP0VbPbqVNvM,,,,,38.04130554,-84.72869873,anonymous,EN,1,68,93,36,60,100,21,94,100,96,88,41,95,70,73,72,92,72,6,82,39,90,98,51,80,50,54,20,53,39,98,79,21,90,10,54,23,75,51,4,88,70,51,1,34,2,5,,5,5,
2/27/19 11:08,2/27/19 11:13,0,73.177.166.220,100,274,1,2/27/19 11:13,R_1NwQICuXjPuUggv,,,,,37.54769897,-77.39479828,anonymous,EN,1,81,54,45,53,30,83,68,30,24,55,21,44,72,13,20,78,26,6,80,49,44,98,13,92,26,20,33,13,13,61,14,17,30,21,87,16,86,16,4,89,28,22,1,28,1,4,,2,3,
2/27/19 11:08,2/27/19 11:13,0,138.219.174.19,100,276,1,2/27/19 11:13,R_SI9bWMHBeTyscZb,,,,,15,-86.5,anonymous,EN,1,85,73,89,60,62,84,62,80,73,74,68,76,74,81,74,66,74,72,80,76,65,75,76,74,70,81,,78,80,80,83,75,84,86,76,,80,68,85,86,85,86,1,37,1,3,,5,6,so good
2/27/19 11:08,2/27/19 11:13,0,74.110.72.22,100,291,1,2/27/19 11:13,R_ekOJ5twgQ59x6GR,,,,,39.6342926,-77.73370361,anonymous,EN,1,16,78,1,67,73,9,73,77,79,72,75,77,81,23,60,18,49,6,45,17,80,23,64,20,62,66,32,75,75,74,89,79,74,71,28,48,4,70,4,31,10,67,1,32,2,5,,1,4,Thank You
2/27/19 11:09,2/27/19 11:13,0,108.54.165.242,100,230,1,2/27/19 11:13,R_1LNHkb5527rAyoC,,,,,40.59480286,-73.97149658,anonymous,EN,1,74,66,58,80,71,44,53,56,65,57,51,70,64,76,58,65,80,6,78,56,58,46,63,66,73,59,,61,54,54,61,61,55,59,62,68,56,51,4,59,68,,1,31,1,3,,6,5,nice
2/27/19 11:08,2/27/19 11:13,0,47.201.52.99,100,272,1,2/27/19 11:13,R_2bPPsoHVyYNprki,,,,,27.0933075,-82.44979858,anonymous,EN,1,70,85,60,70,30,85,80,75,70,75,10,35,65,25,20,76,0,6,90,40,60,100,15,80,25,10,75,50,10,50,50,15,70,15,75,10,75,0,4,85,85,15,1,39,1,5,,2,5,
2/27/19 11:09,2/27/19 11:13,0,174.26.81.32,100,222,1,2/27/19 11:13,R_29v2NnKNjAm2rjW,,,,,33.68190002,-112.0996017,anonymous,EN,1,55,67,30,73,60,70,67,51,76,74,51,73,70,41,55,87,24,6,77,13,52,86,35,75,28,50,90,49,25,29,36,63,26,22,50,16,83,47,4,85,57,24,1,44,1,4,,1,2,
2/27/19 11:08,2/27/19 11:13,0,23.102.138.121,100,296,1,2/27/19 11:13,R_4Gv8oKRup6pAHw5,,,,,29.42469788,-98.49349976,anonymous,EN,1,,35,44,46,,65,48,49,44,53,28,53,43,61,51,34,17,6,30,69,43,23,20,34,20,34,43,28,46,23,39,22,29,12,66,36,27,13,4,37,12,27,1,33,1,7,,4,5,NONE
2/27/19 11:09,2/27/19 11:13,0,131.204.254.87,100,253,1,2/27/19 11:13,R_28ZjhoNvvFYLe6a,,,,,32.602005,-85.48699951,anonymous,EN,1,28,44,21,26,24,34,45,40,51,48,13,29,41,25,24,32,14,6,81,20,29,78,36,41,18,40,22,40,22,51,45,30,54,50,23,36,22,50,4,40,24,35,1,22,2,2,,2,3,
2/27/19 11:09,2/27/19 11:13,0,68.99.164.131,100,212,1,2/27/19 11:13,R_zSxzmU0OkCCeIDf,,,,,36.76339722,-76.33969879,anonymous,EN,1,22,82,13,71,85,44,85,79,80,86,82,86,79,13,81,9,61,6,94,9,71,91,53,15,53,64,48,46,73,73,17,47,88,17,33,22,47,13,4,79,20,11,1,36,2,2,,3,2,
2/27/19 11:10,2/27/19 11:13,0,157.46.39.38,100,184,1,2/27/19 11:13,R_3CZRIqch5nlfmxF,,,,,10.99099731,76.96670532,anonymous,EN,1,81,87,59,70,75,60,54,69,83,79,91,53,61,70,95,61,74,6,82,59,78,83,75,81,71,58,68,89,77,65,54,81,87,84,80,59,60,79,4,68,68,93,1,23,1,4,,5,6,
2/27/19 11:10,2/27/19 11:13,0,74.88.213.35,100,186,1,2/27/19 11:13,R_2DNtfe7Cs8vMlBy,,,,,40.61860657,-73.92720032,anonymous,EN,1,30,72,61,74,63,18,75,71,69,72,50,73,75,15,51,29,6,6,19,51,52,100,41,92,50,40,90,29,9,,12,5,18,19,72,13,49,10,4,75,81,12,1,51,2,5,,4,4,
2/27/19 11:09,2/27/19 11:13,0,68.13.249.61,100,263,1,2/27/19 11:13,R_wRV19qczwiAL65b,,,,,36.0605011,-95.94519806,anonymous,EN,1,10,72,0,81,61,11,79,88,72,66,22,71,95,0,54,25,22,6,,0,52,60,52,31,32,40,18,61,53,54,49,38,64,72,25,32,15,49,4,37,1,51,1,29,2,5,,1,1,
2/27/19 11:09,2/27/19 11:13,0,69.8.174.88,100,262,1,2/27/19 11:13,R_1ilmz9a3Uz18HfP,,,,,36.05270386,-85.01380157,anonymous,EN,1,43,51,1,55,54,58,59,64,65,60,14,67,66,1,50,6,50,6,80,1,55,94,6,50,21,6,16,29,5,14,23,5,61,41,51,52,2,9,4,92,51,16,1,21,2,5,,3,3,
2/27/19 11:08,2/27/19 11:13,0,174.216.43.118,100,302,1,2/27/19 11:13,R_1OkLPyTH7J0ITKx,,,,,47.6631012,-122.3029022,anonymous,EN,1,70,90,5,70,60,85,100,70,90,70,40,90,60,5,70,80,20,6,90,10,70,80,70,20,40,60,80,70,50,70,70,10,80,30,20,40,90,20,4,90,25,30,1,57,1,5,,1,1,
2/27/19 11:09,2/27/19 11:13,0,68.231.247.24,100,269,1,2/27/19 11:13,R_1P5W09zNB6OYmRA,,,,,36.85580444,-76.0042038,anonymous,EN,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,4,50,50,50,1,25,2,5,,1,1,
2/27/19 11:08,2/27/19 11:13,0,75.143.210.3,100,328,1,2/27/19 11:13,R_1CEdcQHNdSQpGCR,,,,,47.49499512,-111.2501984,anonymous,EN,1,20,60,10,60,51,15,60,60,50,66,49,50,90,20,51,30,40,6,80,10,65,80,40,60,40,50,50,50,40,50,60,50,50,70,20,50,10,50,4,90,35,50,1,34,1,5,,2,6,"The instructions were succinct and easy to comprehend. Additionally, the survey is working with no issues or errors encountered. Cheers!"
2/27/19 11:08,2/27/19 11:13,0,47.201.133.28,100,325,1,2/27/19 11:13,R_2dijUSqSLi2JuOw,,,,,28.311203,-81.66429901,anonymous,EN,1,94,80,99,3,4,3,86,84,81,82,8,80,6,11,5,89,5,6,2,95,4,95,81,98,91,30,89,15,19,90,21,13,80,15,84,2,10,18,4,2,98,17,1,69,1,5,,6,6,No comment.
2/27/19 11:08,2/27/19 11:13,0,142.196.134.138,100,306,1,2/27/19 11:13,R_2QGV5heuQzeRna2,,,,,28.55880737,-81.34950256,anonymous,EN,1,75,95,5,50,75,70,90,80,85,85,5,75,40,10,50,50,5,6,90,5,50,85,70,65,30,40,50,75,50,80,75,60,75,80,60,50,50,75,4,30,50,50,1,35,1,5,,7,7,
2/27/19 11:09,2/27/19 11:13,0,74.120.103.50,100,270,1,2/27/19 11:13,R_3mh6Cu25D9QrOn2,,,,,42.76919556,-86.11640167,anonymous,EN,1,50,80,40,70,60,60,75,80,75,70,30,85,70,70,100,80,30,6,85,40,60,60,75,50,70,70,55,75,75,70,70,50,70,65,50,100,70,50,4,50,55,50,1,39,1,5,,1,2,
2/27/19 11:08,2/27/19 11:13,0,99.113.23.71,100,314,1,2/27/19 11:13,R_12x27Z2q4Qqj93r,,,,,32.79240417,-80.10810089,anonymous,EN,1,52,71,20,74,77,60,74,49,76,72,51,40,63,30,60,29,38,6,70,5,70,85,76,90,58,63,63,75,60,86,71,52,60,77,62,67,51,62,4,35,87,67,1,57,2,5,,4,4,
2/27/19 11:08,2/27/19 11:13,0,45.59.23.194,100,336,1,2/27/19 11:13,R_2z6iXD15uEZ4Nbg,,,,,40.74279785,-73.97119904,anonymous,EN,1,89,75,72,78,64,68,70,77,77,84,83,85,69,56,80,73,60,6,80,73,74,79,79,67,76,90,92,88,83,85,90,84,77,78,54,75,78,63,84,86,75,83,1,46,1,3,,7,6,nice study
2/27/19 11:10,2/27/19 11:13,0,24.5.47.179,100,226,1,2/27/19 11:13,R_12FvBgN2FXGB3ib,,,,,38.0973053,-122.5836945,anonymous,EN,1,59,62,29,61,70,69,54,68,51,50,29,62,50,71,26,61,13,6,73,19,51,91,34,63,17,63,79,50,31,63,50,73,72,40,72,28,58,69,4,72,65,27,1,54,1,5,,2,2,
2/27/19 11:07,2/27/19 11:13,0,75.185.236.82,100,358,1,2/27/19 11:13,R_8kd0G8KqVCRcP8R,,,,,39.8769989,-84.33190155,anonymous,EN,1,71,100,20,100,100,98,100,100,91,100,10,100,30,20,40,50,0,6,81,0,29,100,40,100,0,0,60,60,10,90,26,100,100,10,100,0,0,15,4,100,96,2,1,44,2,5,,1,1,
2/27/19 11:09,2/27/19 11:13,0,70.165.112.181,100,261,1,2/27/19 11:13,R_1GPNzSsrACmWp8f,,,,,30.40890503,-91.084198,anonymous,EN,1,1,51,1,46,52,40,,60,49,49,62,78,38,42,32,21,51,6,51,61,67,1,66,1,42,72,35,57,17,50,1,51,32,27,27,33,22,32,4,1,71,1,1,29,1,5,,2,1,
2/27/19 11:08,2/27/19 11:14,0,73.48.57.9,100,325,1,2/27/19 11:14,R_3dJTpghK6gAe5ck,,,,,39.05180359,-94.40460205,anonymous,EN,1,80,85,25,75,75,50,85,85,90,80,35,70,90,50,65,50,45,6,65,50,80,65,80,50,85,50,50,85,80,90,75,35,50,85,50,75,70,50,4,70,50,50,1,47,2,5,,3,3,Thank you.
2/27/19 11:09,2/27/19 11:14,0,107.77.218.83,100,283,1,2/27/19 11:14,R_3Ko0xVGR0kHx7j3,,,,,29.73730469,-95.39720154,anonymous,EN,1,36,75,5,31,27,61,50,33,77,44,12,76,37,78,37,85,12,6,80,6,22,91,72,62,21,20,70,50,38,64,19,8,72,16,15,17,2,51,4,87,15,17,1,41,1,5,,5,5,
2/27/19 11:09,2/27/19 11:14,0,99.57.16.33,100,296,1,2/27/19 11:14,R_UVCoJw91cNFGlCV,,,,,29.65840149,-98.498703,anonymous,EN,1,60,84,10,61,32,13,88,81,58,55,14,60,47,53,51,34,3,6,84,10,45,61,50,10,74,33,40,68,32,56,50,10,74,63,46,47,36,41,4,81,10,39,1,43,2,5,,3,3,thank you!
2/27/19 11:09,2/27/19 11:14,0,70.175.81.177,100,290,1,2/27/19 11:14,R_21Bv7s7uxPEFWGQ,,,,,33.73519897,-112.1294022,anonymous,EN,1,0,92,8,93,92,9,99,92,92,100,98,61,100,9,92,5,92,6,60,10,97,100,50,100,0,60,100,9,9,72,8,9,82,0,41,9,5,70,4,90,91,10,1,42,1,5,,6,6,
2/27/19 11:08,2/27/19 11:14,0,104.244.146.67,100,309,1,2/27/19 11:14,R_6hP7DfzTTrFDJeh,,,,,32.14430237,-85.71489716,anonymous,EN,1,87,80,54,50,8,92,29,68,50,75,28,15,25,92,5,20,9,6,91,40,21,100,0,100,0,50,84,0,0,27,0,42,30,83,93,0,26,41,4,100,97,0,1,39,2,3,,4,4,
2/27/19 11:08,2/27/19 11:14,0,68.115.235.85,100,312,1,2/27/19 11:14,R_2dQ1Wt68nQdstEk,,,,,34.94529724,-82.22090149,anonymous,EN,1,85,71,56,73,34,13,91,81,31,88,27,10,85,13,4,94,8,6,22,32,54,94,78,17,32,58,15,71,57,56,51,15,31,39,79,27,100,46,4,92,22,18,1,31,1,5,,3,6,thank you
2/27/19 11:10,2/27/19 11:14,0,223.182.194.87,100,237,1,2/27/19 11:14,R_2Xp5yxFevN4A3nz,,,,,10.99099731,76.96670532,anonymous,EN,1,63,64,40,71,89,69,70,63,79,74,92,73,69,81,53,68,61,60,70,80,59,78,53,74,81,75,60,79,,55,58,48,70,42,73,84,86,,40,38,60,78,1,23,1,5,,6,5,nothing
2/27/19 11:09,2/27/19 11:14,0,196.18.237.172,100,264,1,2/27/19 11:14,R_10Pmf7E18ol2yjY,,,,,39.09970093,-94.57859802,anonymous,EN,1,13,26,71,40,32,76,10,22,31,33,18,29,31,63,20,78,19,6,82,61,39,25,22,80,20,27,15,22,22,22,19,23,14,19,80,24,80,7,4,83,79,24,1,32,1,5,,3,3,nothing
2/27/19 11:10,2/27/19 11:14,0,107.5.199.80,100,246,1,2/27/19 11:14,R_1CjS2h2uA1hPw5o,,,,,42.91040039,-85.82759857,anonymous,EN,1,14,61,1,69,38,18,56,72,51,50,31,13,32,2,29,15,7,6,52,3,37,80,36,42,24,51,31,50,44,51,51,62,70,53,27,37,15,51,4,14,23,40,1,36,2,5,,6,6,
2/27/19 11:09,2/27/19 11:14,0,75.167.152.184,100,269,1,2/27/19 11:14,R_3lSIOzq87LBcQCN,,,,,33.4683075,-112.0549011,anonymous,EN,1,55,92,19,92,83,62,74,92,79,83,51,58,83,71,51,61,42,6,74,40,83,83,52,92,20,41,62,31,30,92,62,52,93,32,72,31,52,21,4,84,51,30,1,55,2,5,,4,4,
2/27/19 11:09,2/27/19 11:14,0,108.234.235.187,100,300,1,2/27/19 11:14,R_1hZouRkA8VYPqKL,,,,,29.68840027,-95.05130005,anonymous,EN,1,61,81,6,18,71,30,71,71,94,72,9,60,59,40,61,18,19,6,60,19,59,92,16,100,10,23,81,71,41,81,51,17,71,40,61,21,40,19,4,80,70,72,1,30,2,5,,2,2,
2/27/19 11:09,2/27/19 11:14,0,154.77.22.252,100,258,1,2/27/19 11:14,R_1NaIhgveDV11w7a,,,,,-1.284103394,36.81550598,anonymous,EN,1,35,84,35,28,46,40,26,28,61,79,62,58,86,38,65,37,72,6,71,42,46,11,11,37,92,13,38,57,44,28,70,81,54,80,23,40,40,14,4,68,62,33,1,28,1,3,,3,,
2/27/19 11:08,2/27/19 11:14,0,71.72.17.71,100,319,1,2/27/19 11:14,R_AHfi40jtC6HXV9T,,,,,41.43200684,-82.20379639,anonymous,EN,1,40,40,10,50,50,50,50,70,60,40,40,60,30,50,30,10,10,6,70,30,50,70,20,40,20,40,60,50,50,30,30,30,60,30,60,20,10,50,4,60,50,40,1,25,1,7,,4,4,
2/27/19 11:09,2/27/19 11:14,0,75.128.183.238,100,302,1,2/27/19 11:14,R_28CzJ2S2MDaKD4x,,,,,43.6013031,-84.77359772,anonymous,EN,1,7,58,2,86,50,13,92,51,88,79,32,50,86,51,40,67,24,6,50,5,49,18,57,5,49,50,24,93,62,81,78,51,51,87,27,31,62,51,4,50,4,76,1,34,1,5,,1,1,
2/27/19 11:09,2/27/19 11:14,0,24.23.240.155,100,300,1,2/27/19 11:14,R_2WCmN0pnCNM1148,,,,,37.84309387,-122.2402039,anonymous,EN,1,20,50,18,50,50,27,50,50,50,50,50,50,50,50,50,10,10,6,70,10,50,80,50,20,20,50,70,50,50,50,20,20,60,30,20,30,20,30,4,70,20,19,1,47,1,5,,3,3,
